location;date;total_cases_per_million;new_cases_per_million;total_deaths_per_million;new_deaths_per_million;cardiovasc_death_rate;hospital_beds_per_thousand;life_expectancy;human_development_index
Peru;19/03/2021;44026,804;486,688;4102,075;32,452;85,755;1,6;76,74;0,777
Peru;20/03/2021;44026,804;0;4122,123;20,047;85,755;1,6;76,74;0,777
Peru;21/03/2021;44472,063;445,259;4133,102;10,979;85,755;1,6;76,74;0,777
Peru;22/03/2021;44472,063;0;4149,54;16,438;85,755;1,6;76,74;0,777
Peru;23/03/2021;44924,964;452,902;4170,043;20,502;85,755;1,6;76,74;0,777
Peru;24/03/2021;44924,964;0;4191,485;21,443;85,755;1,6;76,74;0,777
Peru;25/03/2021;45507,461;582,497;4212,897;21,412;85,755;1,6;76,74;0,777
Peru;26/03/2021;45868,951;361,49;4239,465;26,568;85,755;1,6;76,74;0,777
Peru;27/03/2021;46129,446;260,495;4254,569;15,104;85,755;1,6;76,74;0,777
Peru;28/03/2021;46399,647;270,2;4284,564;29,995;85,755;1,6;76,74;0,777
Peru;29/03/2021;46497,882;98,235;4304,824;20,26;85,755;1,6;76,74;0,777
Peru;30/03/2021;46497,882;0;4320,717;15,892;85,755;1,6;76,74;0,777
Peru;31/03/2021;46973,621;475,739;4349,65;28,934;85,755;1,6;76,74;0,777
Peru;01/04/2021;47365,349;391,728;4370,577;20,927;85,755;1,6;76,74;0,777
Peru;02/04/2021;47566,187;200,838;4388,532;17,955;85,755;1,6;76,74;0,777
Peru;03/04/2021;47736,514;170,327;4419,68;31,148;85,755;1,6;76,74;0,777
Peru;04/04/2021;47991,459;254,945;4440,971;21,291;85,755;1,6;76,74;0,777
Peru;05/04/2021;48229,298;237,839;4456,56;15,589;85,755;1,6;76,74;0,777
Peru;06/04/2021;48229,298;0;4480,611;24,051;85,755;1,6;76,74;0,777
Peru;07/04/2021;48483,576;254,278;4503,751;23,141;85,755;1,6;76,74;0,777
Peru;08/04/2021;49068,044;584,468;4526,316;22,565;85,755;1,6;76,74;0,777
Peru;09/04/2021;49391,199;323,154;4549,851;23,535;85,755;1,6;76,74;0,777
Peru;10/04/2021;49732,338;341,14;4575,146;25,294;85,755;1,6;76,74;0,777
Peru;11/04/2021;49972,756;240,417;4606,566;31,421;85,755;1,6;76,74;0,777
Peru;12/04/2021;50143,386;170,63;4633,923;27,357;85,755;1,6;76,74;0,777
Peru;13/04/2021;50337,097;193,711;4656,639;22,716;85,755;1,6;76,74;0,777
Peru;14/04/2021;50580,638;243,541;4683,663;27,023;85,755;1,6;76,74;0,777
Peru;15/04/2021;50580,638;0;4697,493;13,83;85,755;1,6;76,74;0,777
Peru;16/04/2021;50984,801;404,163;4720,3;22,807;85,755;1,6;76,74;0,777
Peru;17/04/2021;51487,138;502,338;4755,876;35,576;85,755;1,6;76,74;0,777
Peru;18/04/2021;51487,138;0;4769,008;13,132;85,755;1,6;76,74;0,777
Peru;19/04/2021;51795,31;308,172;4803,007;33,999;85,755;1,6;76,74;0,777
Peru;20/04/2021;52138,057;342,747;4818,929;15,923;85,755;1,6;76,74;0,777
Peru;21/04/2021;52138,057;0;4844,436;25,507;85,755;1,6;76,74;0,777
Peru;22/04/2021;52608,701;470,644;4868,426;23,99;85,755;1,6;76,74;0,777
Peru;23/04/2021;52943,805;335,104;4905,852;37,426;85,755;1,6;76,74;0,777
Peru;24/04/2021;53201,45;257,644;4918,439;12,586;85,755;1,6;76,74;0,777
Peru;25/04/2021;53426,642;225,192;4949,859;31,421;85,755;1,6;76,74;0,777
Peru;26/04/2021;53627,146;200,504;4973,031;23,171;85,755;1,6;76,74;0,777
Peru;27/04/2021;53627,146;0;4987,073;14,042;85,755;1,6;76,74;0,777
Peru;28/04/2021;54086,72;459,574;5018,979;31,906;85,755;1,6;76,74;0,777
Peru;29/04/2021;54086,72;0;5041,756;22,777;85,755;1,6;76,74;0,777
Peru;30/04/2021;54575,197;488,477;5055,859;14,103;85,755;1,6;76,74;0,777
Peru;01/05/2021;54575,197;0;5076,998;21,139;85,755;1,6;76,74;0,777
Peru;02/05/2021;54925,587;350,39;5098,896;21,897;85,755;1,6;76,74;0,777
Peru;03/05/2021;55020,486;94,899;5127,799;28,903;85,755;1,6;76,74;0,777
Peru;04/05/2021;55158,847;138,36;5141,781;13,982;85,755;1,6;76,74;0,777
Peru;05/05/2021;55158,847;0;5161,98;20,199;85,755;1,6;76,74;0,777
Peru;06/05/2021;55333,784;174,937;5183,362;21,382;85,755;1,6;76,74;0,777
Peru;07/05/2021;55333,784;0;5203,318;19,956;85,755;1,6;76,74;0,777
Peru;08/05/2021;55958,529;624,745;5232,494;29,176;85,755;1,6;76,74;0,777
Peru;09/05/2021;56117,27;158,741;5250,025;17,53;85,755;1,6;76,74;0,777
Peru;10/05/2021;56117,27;0;5260,427;10,403;85,755;1,6;76,74;0,777
Peru;11/05/2021;56210,684;93,413;5287,177;26,75;85,755;1,6;76,74;0,777
Peru;12/05/2021;56582,789;372,105;5303,161;15,983;85,755;1,6;76,74;0,777
Peru;13/05/2021;56582,789;0;5321,024;17,864;85,755;1,6;76,74;0,777
Peru;14/05/2021;56989,499;406,711;5340,738;19,714;85,755;1,6;76,74;0,777
Peru;15/05/2021;56989,499;0;5357,055;16,317;85,755;1,6;76,74;0,777
Peru;16/05/2021;57292,88;303,38;5374,161;17,106;85,755;1,6;76,74;0,777
Peru;17/05/2021;57292,88;0;5390,993;16,833;85,755;1,6;76,74;0,777
Peru;18/05/2021;57422,748;129,868;5396,847;5,853;85,755;1,6;76,74;0,777
Peru;19/05/2021;57734,559;311,811;5420,261;23,414;85,755;1,6;76,74;0,777
Peru;20/05/2021;57734,559;0;5428,389;8,128;85,755;1,6;76,74;0,777
Peru;21/05/2021;57939,128;204,568;5441,825;13,436;85,755;1,6;76,74;0,777
Peru;22/05/2021;58257,308;318,181;5464,025;22,201;85,755;1,6;76,74;0,777
Peru;23/05/2021;58391,908;134,6;5477,552;13,527;85,755;1,6;76,74;0,777
Peru;24/05/2021;58391,908;0;5484,012;6,46;85,755;1,6;76,74;0,777
Peru;25/05/2021;58603,179;211,271;5509,579;25,567;85,755;1,6;76,74;0,777
Peru;26/05/2021;58754,52;151,341;5514,887;5,308;85,755;1,6;76,74;0,777
Peru;27/05/2021;58900,372;145,852;5528,959;14,073;85,755;1,6;76,74;0,777
Peru;28/05/2021;58900,372;0;5536,724;7,764;85,755;1,6;76,74;0,777
Peru;29/05/2021;59067,211;166,839;5549,644;12,92;85,755;1,6;76,74;0,777
Peru;30/05/2021;59067,211;0;5562,048;12,405;85,755;1,6;76,74;0,777
Peru;31/05/2021;59307,234;240,023;5573,937;11,889;85,755;1,6;76,74;0,777
Peru;01/06/2021;59307,234;0;5581,156;7,218;85,755;1,6;76,74;0,777
Peru;02/06/2021;59609,401;302,167;5609,088;;85,755;1,6;76,74;0,777
Peru;03/06/2021;59609,401;0;5609,088;0;85,755;1,6;76,74;0,777
Peru;04/06/2021;59934,952;325,55;5635,505;26,416;85,755;1,6;76,74;0,777
Peru;05/06/2021;60063,091;128,14;5643,39;7,886;85,755;1,6;76,74;0,777
Peru;06/06/2021;60063,091;0;5643,39;0;85,755;1,6;76,74;0,777
Peru;07/06/2021;60159,507;96,416;5656,674;13,284;85,755;1,6;76,74;0,777
