location;date;total_cases_per_million;new_cases_per_million;total_deaths_per_million;new_deaths_per_million;cardiovasc_death_rate;hospital_beds_per_thousand;life_expectancy;human_development_index
Colombia;15/08/2020;8975,297;227,542;291,061;6,25;124,24;1,71;77,29;0,767
Colombia;16/08/2020;9204,117;228,82;296,701;5,64;124,24;1,71;77,29;0,767
Colombia;17/08/2020;9367,787;163,67;302,106;5,405;124,24;1,71;77,29;0,767
Colombia;18/08/2020;9612,702;244,915;306,96;4,854;124,24;1,71;77,29;0,767
Colombia;19/08/2020;9869,291;256,589;314,035;7,075;124,24;1,71;77,29;0,767
Colombia;20/08/2020;10096,106;226,815;318,044;4,009;124,24;1,71;77,29;0,767
Colombia;21/08/2020;10261,565;165,458;325,61;7,566;124,24;1,71;77,29;0,767
Colombia;22/08/2020;10477,059;215,495;333,472;7,861;124,24;1,71;77,29;0,767
Colombia;23/08/2020;10634,991;157,931;340,311;6,839;124,24;1,71;77,29;0,767
Colombia;24/08/2020;10842,31;207,319;346,128;5,817;124,24;1,71;77,29;0,767
Colombia;25/08/2020;11047,192;204,882;351,572;5,444;124,24;1,71;77,29;0,767
Colombia;26/08/2020;11246,277;199,085;357,37;5,798;124,24;1,71;77,29;0,767
Colombia;27/08/2020;11437,933;191,656;362,931;5,562;124,24;1,71;77,29;0,767
Colombia;28/08/2020;11604,924;166,991;368,808;5,876;124,24;1,71;77,29;0,767
Colombia;29/08/2020;11789,505;184,581;374,645;5,837;124,24;1,71;77,29;0,767
Colombia;30/08/2020;11947,122;157,617;380,541;5,896;124,24;1,71;77,29;0,767
Colombia;31/08/2020;12088,426;141,305;386,417;5,876;124,24;1,71;77,29;0,767
Colombia;01/09/2020;12263,967;175,54;394,042;7,625;124,24;1,71;77,29;0,767
Colombia;02/09/2020;12446,641;182,674;399,84;5,798;124,24;1,71;77,29;0,767
Colombia;03/09/2020;12608,837;162,196;405,205;5,365;124,24;1,71;77,29;0,767
Colombia;04/09/2020;12775,671;166,834;410,511;5,306;124,24;1,71;77,29;0,767
Colombia;05/09/2020;12940,619;164,947;415,778;5,267;124,24;1,71;77,29;0,767
Colombia;06/09/2020;13099,12;158,501;420,809;5,031;124,24;1,71;77,29;0,767
Colombia;07/09/2020;13203,811;104,691;424,799;3,99;124,24;1,71;77,29;0,767
Colombia;08/09/2020;13354,451;150,64;428,769;3,97;124,24;1,71;77,29;0,767
Colombia;09/09/2020;13498,665;144,214;433,407;4,638;124,24;1,71;77,29;0,767
Colombia;10/09/2020;13652,214;153,549;437,77;4,363;124,24;1,71;77,29;0,767
Colombia;11/09/2020;13798,117;145,904;442,546;4,776;124,24;1,71;77,29;0,767
Colombia;12/09/2020;13933,251;135,134;446,791;4,245;124,24;1,71;77,29;0,767
Colombia;13/09/2020;14077,799;144,548;450,525;3,734;124,24;1,71;77,29;0,767
Colombia;14/09/2020;14187,325;109,526;454,436;3,911;124,24;1,71;77,29;0,767
Colombia;15/09/2020;14318,96;131,636;457,678;3,243;124,24;1,71;77,29;0,767
Colombia;16/09/2020;14471,998;153,038;461,413;3,734;124,24;1,71;77,29;0,767
Colombia;17/09/2020;14620,732;148,734;465,088;3,675;124,24;1,71;77,29;0,767
Colombia;18/09/2020;14748,987;128,255;465,088;0;124,24;1,71;77,29;0,767
Colombia;19/09/2020;14904,776;155,789;472,438;7,35;124,24;1,71;77,29;0,767
Colombia;20/09/2020;15036,019;131,243;475,759;3,321;124,24;1,71;77,29;0,767
Colombia;21/09/2020;15141,339;105,32;479,474;3,714;124,24;1,71;77,29;0,767
Colombia;22/09/2020;15280,915;139,575;479,474;0;124,24;1,71;77,29;0,767
Colombia;23/09/2020;15413,199;132,284;486,332;6,859;124,24;1,71;77,29;0,767
Colombia;24/09/2020;15542,024;128,825;486,332;0;124,24;1,71;77,29;0,767
Colombia;25/09/2020;15689,303;147,279;493,349;7,016;124,24;1,71;77,29;0,767
Colombia;26/09/2020;15841,044;151,741;497,142;3,793;124,24;1,71;77,29;0,767
Colombia;27/09/2020;15978,968;137,925;500,915;3,773;124,24;1,71;77,29;0,767
Colombia;28/09/2020;16080,122;101,154;503,922;3,007;124,24;1,71;77,29;0,767
Colombia;29/09/2020;16194,876;114,754;507,597;3,675;124,24;1,71;77,29;0,767
Colombia;30/09/2020;16305,66;110,784;510,938;3,341;124,24;1,71;77,29;0,767
Colombia;01/10/2020;16416,896;111,236;514,829;3,891;124,24;1,71;77,29;0,767
Colombia;02/10/2020;16538,607;121,711;518,78;3,95;124,24;1,71;77,29;0,767
Colombia;03/10/2020;16668,611;130,004;521,904;3,125;124,24;1,71;77,29;0,767
Colombia;04/10/2020;16804,315;135,704;524,97;3,066;124,24;1,71;77,29;0,767
Colombia;05/10/2020;16943,969;139,654;527,564;2,594;124,24;1,71;77,29;0,767
Colombia;06/10/2020;17094,314;150,345;530,964;3,4;124,24;1,71;77,29;0,767
Colombia;07/10/2020;17249,101;154,787;534,168;3,203;124,24;1,71;77,29;0,767
Colombia;08/10/2020;17416,053;166,952;534,168;0;124,24;1,71;77,29;0,767
Colombia;09/10/2020;17575,655;159,602;540,359;6,191;124,24;1,71;77,29;0,767
Colombia;10/10/2020;17741,663;166,009;543,601;3,243;124,24;1,71;77,29;0,767
Colombia;11/10/2020;17910,07;168,406;547,021;3,42;124,24;1,71;77,29;0,767
Colombia;12/10/2020;18062,734;152,664;549,988;2,968;124,24;1,71;77,29;0,767
Colombia;13/10/2020;18161,274;98,54;553,054;3,066;124,24;1,71;77,29;0,767
Colombia;14/10/2020;18280,391;119,117;556,297;3,243;124,24;1,71;77,29;0,767
Colombia;15/10/2020;18414,483;134,092;559,265;2,968;124,24;1,71;77,29;0,767
Colombia;16/10/2020;18579,018;164,535;562,39;3,125;124,24;1,71;77,29;0,767
Colombia;17/10/2020;18716,923;137,905;566,065;3,675;124,24;1,71;77,29;0,767
Colombia;18/10/2020;18858,444;141,521;569,347;3,282;124,24;1,71;77,29;0,767
Colombia;19/10/2020;18982,474;124,03;571,941;2,594;124,24;1,71;77,29;0,767
Colombia;20/10/2020;19144,729;162,255;575,282;3,341;124,24;1,71;77,29;0,767
Colombia;21/10/2020;19293,325;148,596;579,055;3,773;124,24;1,71;77,29;0,767
Colombia;22/10/2020;19463,775;170,45;582,455;3,4;124,24;1,71;77,29;0,767
Colombia;23/10/2020;19632,181;168,406;585,698;3,243;124,24;1,71;77,29;0,767
Colombia;24/10/2020;19804,518;172,337;589,589;3,891;124,24;1,71;77,29;0,767
Colombia;25/10/2020;19965,162;160,643;592,616;3,027;124,24;1,71;77,29;0,767
Colombia;26/10/2020;20145,32;180,159;596,428;3,813;124,24;1,71;77,29;0,767
Colombia;27/10/2020;20305,807;160,486;600,693;4,265;124,24;1,71;77,29;0,767
Colombia;28/10/2020;20477,122;171,315;604,388;3,695;124,24;1,71;77,29;0,767
Colombia;29/10/2020;20696,979;219,858;607,788;3,4;124,24;1,71;77,29;0,767
Colombia;30/10/2020;20894,079;197,1;611,895;4,107;124,24;1,71;77,29;0,767
Colombia;31/10/2020;21110,91;216,831;615,413;3,518;124,24;1,71;77,29;0,767
Colombia;01/11/2020;21290,48;179,569;619,363;3,95;124,24;1,71;77,29;0,767
Colombia;02/11/2020;21485,732;195,252;622,076;2,712;124,24;1,71;77,29;0,767
Colombia;03/11/2020;21606,322;120,591;625,888;3,813;124,24;1,71;77,29;0,767
Colombia;04/11/2020;21777,185;170,863;629,151;3,262;124,24;1,71;77,29;0,767
Colombia;05/11/2020;21971,573;194,388;633,003;3,852;124,24;1,71;77,29;0,767
Colombia;06/11/2020;22163,307;191,734;636,855;3,852;124,24;1,71;77,29;0,767
Colombia;07/11/2020;22334,563;171,256;640,589;3,734;124,24;1,71;77,29;0,767
Colombia;08/11/2020;22480,782;146,218;644,441;3,852;124,24;1,71;77,29;0,767
Colombia;09/11/2020;22582,525;101,743;648,037;3,596;124,24;1,71;77,29;0,767
Colombia;10/11/2020;22706,182;123,657;651,064;3,027;124,24;1,71;77,29;0,767
Colombia;11/11/2020;22902,122;195,94;654,68;3,616;124,24;1,71;77,29;0,767
Colombia;12/11/2020;23072,827;170,706;658,198;3,518;124,24;1,71;77,29;0,767
Colombia;13/11/2020;23243,513;170,686;661,696;3,498;124,24;1,71;77,29;0,767
Colombia;14/11/2020;23419,152;175,639;664,84;3,144;124,24;1,71;77,29;0,767
Colombia;15/11/2020;23558,924;139,772;668,81;3,97;124,24;1,71;77,29;0,767
Colombia;16/11/2020;23686,098;127,174;672,584;3,773;124,24;1,71;77,29;0,767
Colombia;17/11/2020;23802,267;116,169;675,689;3,105;124,24;1,71;77,29;0,767
Colombia;18/11/2020;23937,381;135,114;679,266;3,577;124,24;1,71;77,29;0,767
Colombia;19/11/2020;24084,523;147,142;683,157;3,891;124,24;1,71;77,29;0,767
Colombia;20/11/2020;24240,843;156,32;686,459;3,302;124,24;1,71;77,29;0,767
Colombia;21/11/2020;24379,377;138,534;689,898;3,439;124,24;1,71;77,29;0,767
Colombia;22/11/2020;24535,107;155,73;693,494;3,596;124,24;1,71;77,29;0,767
Colombia;23/11/2020;24664,07;128,963;697,268;3,773;124,24;1,71;77,29;0,767
Colombia;24/11/2020;24811,762;147,692;701,159;3,891;124,24;1,71;77,29;0,767
Colombia;25/11/2020;24978,753;166,991;704,756;3,596;124,24;1,71;77,29;0,767
Colombia;26/11/2020;25165,378;186,625;707,88;3,125;124,24;1,71;77,29;0,767
Colombia;27/11/2020;25362,36;196,982;711,713;3,832;124,24;1,71;77,29;0,767
Colombia;28/11/2020;25541,261;178,901;715,388;3,675;124,24;1,71;77,29;0,767
Colombia;29/11/2020;25713,48;172,219;718,984;3,596;124,24;1,71;77,29;0,767
Colombia;30/11/2020;25879,154;165,675;722,561;3,577;124,24;1,71;77,29;0,767
Colombia;01/12/2020;26036,103;156,949;725,863;3,302;124,24;1,71;77,29;0,767
Colombia;02/12/2020;26218,817;182,714;729,459;3,596;124,24;1,71;77,29;0,767
Colombia;03/12/2020;26400,272;181,456;733,154;3,695;124,24;1,71;77,29;0,767
Colombia;04/12/2020;26582,75;182,478;736,338;3,184;124,24;1,71;77,29;0,767
Colombia;05/12/2020;26772,244;189,494;739,6;3,262;124,24;1,71;77,29;0,767
Colombia;06/12/2020;26946,252;174,007;743,04;3,439;124,24;1,71;77,29;0,767
Colombia;07/12/2020;27064,111;117,859;746,715;3,675;124,24;1,71;77,29;0,767
Colombia;08/12/2020;27211,704;147,594;749,918;3,203;124,24;1,71;77,29;0,767
Colombia;09/12/2020;27359,554;147,849;752,866;2,948;124,24;1,71;77,29;0,767
Colombia;10/12/2020;27512,415;152,861;756,325;3,459;124,24;1,71;77,29;0,767
Colombia;11/12/2020;27689,252;176,837;759,961;3,636;124,24;1,71;77,29;0,767
Colombia;12/12/2020;27849,679;160,427;763,832;3,872;124,24;1,71;77,29;0,767
Colombia;13/12/2020;28020,699;171,02;767,508;3,675;124,24;1,71;77,29;0,767
Colombia;14/12/2020;28192,506;171,806;770,298;2,791;124,24;1,71;77,29;0,767
Colombia;15/12/2020;28391,59;199,085;773,462;3,164;124,24;1,71;77,29;0,767
Colombia;16/12/2020;28626,502;234,912;777,472;4,009;124,24;1,71;77,29;0,767
Colombia;17/12/2020;28866,19;239,688;781,933;4,461;124,24;1,71;77,29;0,767
Colombia;18/12/2020;29127,123;260,933;786,492;4,559;124,24;1,71;77,29;0,767
Colombia;19/12/2020;29402,068;274,945;791,386;4,894;124,24;1,71;77,29;0,767
Colombia;20/12/2020;29621,395;219,327;795,454;4,068;124,24;1,71;77,29;0,767
Colombia;21/12/2020;29834,531;213,137;799,483;4,029;124,24;1,71;77,29;0,767
Colombia;22/12/2020;30080,705;246,173;804,416;4,933;124,24;1,71;77,29;0,767
Colombia;23/12/2020;30360,425;279,721;809,192;4,776;124,24;1,71;77,29;0,767
Colombia;24/12/2020;30654,041;293,615;814,694;5,503;124,24;1,71;77,29;0,767
Colombia;25/12/2020;30947,676;293,635;819,332;4,638;124,24;1,71;77,29;0,767
Colombia;26/12/2020;31148,058;200,382;824,305;4,972;124,24;1,71;77,29;0,767
Colombia;27/12/2020;31336,608;188,551;828,786;4,481;124,24;1,71;77,29;0,767
Colombia;28/12/2020;31519,577;182,969;832,775;3,99;124,24;1,71;77,29;0,767
Colombia;29/12/2020;31736,055;216,478;837,61;4,835;124,24;1,71;77,29;0,767
Colombia;30/12/2020;31964,796;228,741;843,289;5,68;124,24;1,71;77,29;0,767
Colombia;31/12/2020;32285,414;320,619;849,264;5,975;124,24;1,71;77,29;0,767
Colombia;01/01/2021;32523,314;237,899;854,806;5,542;124,24;1,71;77,29;0,767
Colombia;02/01/2021;32749,873;226,559;860,112;5,306;124,24;1,71;77,29;0,767
Colombia;03/01/2021;32934,847;184,974;864,043;3,931;124,24;1,71;77,29;0,767
Colombia;04/01/2021;33137,489;202,642;868,406;4,363;124,24;1,71;77,29;0,767
Colombia;05/01/2021;33468,347;330,858;873,142;4,736;124,24;1,71;77,29;0,767
Colombia;06/01/2021;33798,615;330,268;878,94;5,798;124,24;1,71;77,29;0,767
Colombia;07/01/2021;34144,036;345,421;885,701;6,761;124,24;1,71;77,29;0,767
Colombia;08/01/2021;34502,132;358,097;892,854;7,154;124,24;1,71;77,29;0,767
Colombia;09/01/2021;34812,551;310,419;899,792;6,937;124,24;1,71;77,29;0,767
Colombia;10/01/2021;35117,899;305,348;906,277;6,485;124,24;1,71;77,29;0,767
Colombia;11/01/2021;35412,753;294,854;912,9;6,623;124,24;1,71;77,29;0,767
Colombia;12/01/2021;35691,412;278,66;919,405;6,505;124,24;1,71;77,29;0,767
Colombia;13/01/2021;36003,855;312,443;926,127;6,721;124,24;1,71;77,29;0,767
Colombia;14/01/2021;36340,334;336,479;933,339;7,213;124,24;1,71;77,29;0,767
Colombia;15/01/2021;36754,579;414,245;940,749;7,409;124,24;1,71;77,29;0,767
Colombia;16/01/2021;37164,442;409,863;948,374;7,625;124,24;1,71;77,29;0,767
Colombia;17/01/2021;37505,991;341,549;955,744;7,37;124,24;1,71;77,29;0,767
Colombia;18/01/2021;37795,263;289,272;963,074;7,331;124,24;1,71;77,29;0,767
Colombia;19/01/2021;38108,512;313,249;970,896;7,822;124,24;1,71;77,29;0,767
Colombia;20/01/2021;38460,458;351,945;978,561;7,665;124,24;1,71;77,29;0,767
Colombia;21/01/2021;38762,445;301,988;986,324;7,763;124,24;1,71;77,29;0,767
Colombia;22/01/2021;39058,674;296,229;994,165;7,842;124,24;1,71;77,29;0,767
Colombia;23/01/2021;39364,298;305,623;1001,948;7,783;124,24;1,71;77,29;0,767
Colombia;24/01/2021;39610,274;245,977;1009,652;7,704;124,24;1,71;77,29;0,767
Colombia;25/01/2021;39851,24;240,965;1016,982;7,331;124,24;1,71;77,29;0,767
Colombia;26/01/2021;40118,638;267,398;1024,47;7,488;124,24;1,71;77,29;0,767
Colombia;27/01/2021;40392,856;274,218;1032,233;7,763;124,24;1,71;77,29;0,767
Colombia;28/01/2021;40633,998;241,142;1039,898;7,665;124,24;1,71;77,29;0,767
Colombia;29/01/2021;40831,667;197,67;1047,189;7,291;124,24;1,71;77,29;0,767
Colombia;30/01/2021;41011,944;180,277;1054,382;7,193;124,24;1,71;77,29;0,767
Colombia;31/01/2021;41170,701;158,757;1060,926;6,544;124,24;1,71;77,29;0,767
Colombia;01/02/2021;41359,802;189,101;1066,606;5,68;124,24;1,71;77,29;0,767
Colombia;02/02/2021;41558,12;198,318;1072,581;5,975;124,24;1,71;77,29;0,767
Colombia;03/02/2021;41774,794;216,674;1078,496;5,916;124,24;1,71;77,29;0,767
Colombia;04/02/2021;41967,197;192,403;1083,488;4,992;124,24;1,71;77,29;0,767
Colombia;05/02/2021;42109,641;142,445;1088,834;5,346;124,24;1,71;77,29;0,767
Colombia;06/02/2021;42277,615;167,974;1094,533;5,699;124,24;1,71;77,29;0,767
Colombia;07/02/2021;42395,71;118,095;1100,429;5,896;124,24;1,71;77,29;0,767
Colombia;08/02/2021;42479,157;83,447;1106,266;5,837;124,24;1,71;77,29;0,767
Colombia;09/02/2021;42586,108;106,951;1110,531;4,265;124,24;1,71;77,29;0,767
Colombia;10/02/2021;42712,732;126,624;1114,972;4,442;124,24;1,71;77,29;0,767
Colombia;11/02/2021;42836,428;123,696;1119,885;4,913;124,24;1,71;77,29;0,767
Colombia;12/02/2021;42945,07;108,642;1124,072;4,186;124,24;1,71;77,29;0,767
Colombia;13/02/2021;43042,293;97,223;1128,572;4,501;124,24;1,71;77,29;0,767
Colombia;14/02/2021;43139,045;96,752;1132,11;3,538;124,24;1,71;77,29;0,767
Colombia;15/02/2021;43208,026;68,982;1135,667;3,557;124,24;1,71;77,29;0,767
Colombia;16/02/2021;43287,601;79,575;1138,87;3,203;124,24;1,71;77,29;0,767
Colombia;17/02/2021;43387,891;100,289;1142,506;3,636;124,24;1,71;77,29;0,767
Colombia;18/02/2021;43482,696;94,806;1146,437;3,931;124,24;1,71;77,29;0,767
Colombia;19/02/2021;43570,663;87,967;1149,915;3,479;124,24;1,71;77,29;0,767
Colombia;20/02/2021;43669,262;98,599;1153,335;3,42;124,24;1,71;77,29;0,767
Colombia;21/02/2021;43752,669;83,407;1156,263;2,928;124,24;1,71;77,29;0,767
Colombia;22/02/2021;43819,509;66,84;1159,014;2,751;124,24;1,71;77,29;0,767
Colombia;23/02/2021;43896,667;77,158;1161,845;2,83;124,24;1,71;77,29;0,767
Colombia;24/02/2021;43974,355;77,688;1164,635;2,791;124,24;1,71;77,29;0,767
Colombia;25/02/2021;44046,737;72,382;1167,308;2,673;124,24;1,71;77,29;0,767
Colombia;26/02/2021;44116,839;70,102;1169,706;2,398;124,24;1,71;77,29;0,767
Colombia;27/02/2021;44182,539;65,7;1172,496;2,791;124,24;1,71;77,29;0,767
Colombia;28/02/2021;44252,405;69,866;1174,58;2,083;124,24;1,71;77,29;0,767
Colombia;01/03/2021;44322,566;70,161;1176,545;1,965;124,24;1,71;77,29;0,767
Colombia;02/03/2021;44407,841;85,274;1178,628;2,083;124,24;1,71;77,29;0,767
Colombia;03/03/2021;44467,723;59,883;1180,79;2,162;124,24;1,71;77,29;0,767
Colombia;04/03/2021;44537,786;70,063;1182,893;2,103;124,24;1,71;77,29;0,767
Colombia;05/03/2021;44604,036;66,25;1185,074;2,181;124,24;1,71;77,29;0,767
Colombia;06/03/2021;44676,025;71,989;1187,275;2,201;124,24;1,71;77,29;0,767
Colombia;07/03/2021;44743,061;67,036;1189,064;1,788;124,24;1,71;77,29;0,767
Colombia;08/03/2021;44786,396;43,335;1190,931;1,867;124,24;1,71;77,29;0,767
Colombia;09/03/2021;44855,398;69,002;1192,464;1,533;124,24;1,71;77,29;0,767
Colombia;10/03/2021;44925,913;70,515;1194,37;1,906;124,24;1,71;77,29;0,767
Colombia;11/03/2021;45015,904;89,991;1196,041;1,671;124,24;1,71;77,29;0,767
Colombia;12/03/2021;45096,048;80,145;1197,849;1,808;124,24;1,71;77,29;0,767
Colombia;13/03/2021;45183,799;87,751;1199,735;1,887;124,24;1,71;77,29;0,767
Colombia;14/03/2021;45263,629;79,83;1201,642;1,906;124,24;1,71;77,29;0,767
Colombia;15/03/2021;45317,478;53,849;1203,607;1,965;124,24;1,71;77,29;0,767
Colombia;16/03/2021;45390,509;73,03;1206,064;2,457;124,24;1,71;77,29;0,767
